City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
125,yulinshi,38.2906,109.7494,4.39,29,91,1.3,CN,1699318517
126,princeville,45.7668,-61.2985,2.95,80,75,0.0,CA,1699318518
127,nelson,-41.2833,173.2833,15.99,53,95,1.23,NZ,1699318518
128,nizhniy kuranakh,58.8353,125.4869,-19.16,90,21,0.59,RU,1699318519
129,strathmore,51.0501,-113.3852,4.67,100,100,5.66,CA,1699318520
130,port mathurin,-19.6833,63.4167,24.58,77,6,4.92,MU,1699318520
131,gereida,11.2811,25.1414,27.72,31,94,3.39,SD,1699318521
132,vorgashor,67.5833,63.95,0.26,99,100,5.1,RU,1699318522
133,kintampo,8.0563,-1.7306,26.23,69,7,3.44,GH,1699318523
134,anadyr,64.75,177.4833,-14.72,77,0,6.0,RU,1699318325
135,arawa,-6.2132,155.5367,29.37,80,100,0.66,PG,1699318524
136,san luis de la loma,17.2706,-100.8939,26.77,84,43,1.18,MX,1699318525
137,fort bragg,35.139,-79.006,15.75,64,0,0.0,US,1699318270
138,minas de marcona,-15.2119,-75.1103,14.57,83,69,5.98,PE,1699318527
139,papatowai,-46.5619,169.4708,11.14,74,100,3.45,NZ,1699318528
140,thompson,55.7435,-97.8558,-6.91,63,75,1.54,CA,1699318529
141,san antonio de pale,-1.4014,5.6325,26.07,84,100,6.49,GQ,1699318530
142,mitsamiouli,-11.3847,43.2844,26.41,79,8,5.51,KM,1699318531
143,ola,59.5833,151.2833,-10.6,70,6,4.08,RU,1699318533
144,castro-urdiales,43.3829,-3.2204,11.17,78,2,3.19,ES,1699318534
145,carnarvon,-24.8667,113.6333,23.56,64,1,8.49,AU,1699318280
146,st. john's,47.5649,-52.7093,2.86,65,40,6.69,CA,1699318535
147,aginskoye,51.1,114.53,-12.15,84,100,1.55,RU,1699318289
148,shanwei,22.782,115.3475,24.62,67,57,5.88,CN,1699318538
149,leo,11.1,-2.1,25.92,34,0,1.06,BF,1699318539
150,porto torres,40.835,8.3972,16.1,75,100,3.9,IT,1699318539
151,pumiao,22.75,108.4833,18.22,71,100,1.49,CN,1699318540
152,kavieng,-2.5744,150.7967,28.91,75,97,4.22,PG,1699318541
153,port elizabeth,-33.918,25.5701,16.29,89,0,5.14,ZA,1699318541
154,ain defla,36.2641,1.9679,14.56,70,98,1.65,DZ,1699318542
155,saipan,15.1355,145.701,28.39,76,14,5.7,MP,1699318543
156,namibe,-15.1961,12.1522,18.94,72,82,1.63,AO,1699318544
157,lishui,28.4604,119.9103,17.33,61,100,0.47,CN,1699318544
158,halifax,44.6453,-63.5724,3.61,78,100,1.79,CA,1699318335
159,morteau,47.0667,6.6167,6.54,93,40,2.57,FR,1699318546
160,invercargill,-46.4,168.35,12.79,75,100,1.34,NZ,1699318547
161,kuala tungkal,-0.8167,103.4667,26.21,85,100,1.61,ID,1699318547
162,banjarmasin,-3.3244,114.591,29.08,59,79,1.51,ID,1699318073
163,oamaru,-45.0784,170.9801,12.68,64,38,6.23,NZ,1699318549
164,fort st. john,56.2499,-120.8529,-1.06,100,100,1.54,CA,1699318550
165,launceston,-41.45,147.1667,20.8,60,100,3.09,AU,1699318384
166,taroa,8.7058,171.2275,28.15,75,100,9.9,MH,1699318551
167,badger,64.8,-147.5333,-7.02,90,100,1.54,US,1699318552
168,rongelap,11.1635,166.8941,28.15,71,0,8.96,MH,1699318552
169,vilyuysk,63.7553,121.6247,-19.94,94,93,2.68,RU,1699318450
170,severodvinsk,64.5635,39.8302,2.85,97,100,2.81,RU,1699318554
171,lihue,21.9789,-159.3672,23.77,89,100,7.2,US,1699318555
172,okhotsk,59.3833,143.3,-15.19,80,0,8.72,RU,1699318555
173,cabo san lucas,22.8909,-109.9124,29.23,77,100,0.89,MX,1699318556
174,west valley,46.5921,-120.6051,10.84,77,100,4.02,US,1699318557
175,olonkinbyen,70.9221,-8.7187,-0.48,68,99,5.4,SJ,1699318557
176,timbuktu,16.7735,-3.0074,29.22,19,93,2.57,ML,1699318558
177,tura,25.5198,90.2201,18.29,81,0,1.39,IN,1699318316
178,gisborne,-38.6533,178.0042,16.12,64,40,5.76,NZ,1699318186
179,ixtapa,20.7,-105.2,24.49,91,28,0.73,MX,1699318560
180,menzelinsk,55.7271,53.1026,5.12,73,100,5.36,RU,1699318561
181,keetmanshoop,-26.5833,18.1333,12.51,66,0,5.66,NA,1699318385
182,colby,39.3958,-101.0524,13.79,50,0,3.09,US,1699318562
183,saldanha,-33.0117,17.9442,15.49,92,100,2.71,ZA,1699318563
184,winkler,49.1817,-97.941,-0.88,93,100,3.6,CA,1699318564
185,cavan,53.9908,-7.3606,8.44,92,99,4.6,IE,1699318565
186,constantia,44.1833,28.65,11.5,71,5,3.84,RO,1699318565
187,fort mcmurray,56.7268,-111.381,1.77,93,100,3.6,CA,1699318566
188,quellon,-43.1167,-73.6167,10.9,94,100,5.89,CL,1699318567
189,brookings,44.3114,-96.7984,7.88,85,100,4.12,US,1699318567
190,pacific grove,36.6177,-121.9166,17.59,89,40,2.24,US,1699318568
191,boda,4.3189,17.4695,22.59,88,97,1.04,CF,1699318569
192,east london,-33.0153,27.9116,18.92,93,100,7.43,ZA,1699318462
193,dudinka,69.4058,86.1778,-19.1,96,100,5.08,RU,1699318571
194,inirida,3.8653,-67.9239,22.76,99,93,0.97,CO,1699318571
195,nadym,65.5333,72.5167,-4.56,95,100,9.84,RU,1699318572
196,puerto deseado,-47.7503,-65.8938,15.2,48,41,7.02,AR,1699318573
197,susuman,62.7833,148.1667,-21.01,89,80,0.58,RU,1699318574
198,nova sintra,14.8667,-24.7167,23.82,74,79,7.89,CV,1699318574
199,saint-pierre,-21.3393,55.4781,21.98,81,31,4.28,RE,1699318575
200,qala i naw,34.9874,63.1289,16.08,54,98,1.17,AF,1699318577
201,egilsstadir,65.2653,-14.3948,0.95,93,75,1.03,IS,1699318577
202,bowen,-20.0167,148.2333,25.2,69,33,6.51,AU,1699318578
203,fisterra,42.9049,-9.2629,11.68,75,20,9.87,ES,1699318579
204,sitka,57.0531,-135.33,3.9,80,38,2.73,US,1699318580
205,ancud,-41.8697,-73.8203,10.89,87,55,8.16,CL,1699318580
206,shiguai,40.7058,110.2856,0.06,29,98,1.5,CN,1699318298
207,ashland,40.8167,-82.2665,18.31,73,100,8.14,US,1699318582
208,yung shue wan,22.2333,114.1167,26.0,67,83,0.89,HK,1699318582
209,cidreira,-30.1811,-50.2056,18.56,79,0,9.08,BR,1699318583
210,vila franca do campo,37.7167,-25.4333,17.23,99,20,4.23,PT,1699318584
211,bambari,5.768,20.6757,23.04,84,18,1.06,CF,1699318297
212,ust-nera,64.5667,143.2,-24.1,98,60,1.4,RU,1699318585
213,aktau,43.65,51.2,9.32,77,2,2.55,KZ,1699318586
214,holualoa,19.6228,-155.9522,25.99,80,1,0.89,US,1699318587
215,vodnyy,63.5046,53.4095,1.9,99,100,3.29,RU,1699318587
216,laojunmiao,39.8333,97.7333,0.19,38,64,1.61,CN,1699318588
217,mount pearl,47.5166,-52.7813,2.4,65,40,6.69,CA,1699318589
218,luganville,-15.5333,167.1667,27.28,74,100,5.92,VU,1699318589
219,la'ie,21.6477,-157.9253,29.14,71,11,4.92,US,1699318424
220,bologoye,57.8799,34.1068,5.97,93,100,4.11,RU,1699318591
221,padangsidempuan,1.3667,99.2667,24.13,93,100,0.21,ID,1699318592
222,laguna,38.421,-121.4238,19.86,59,0,4.63,US,1699318592
223,afif,23.9065,42.9172,20.41,61,100,1.22,SA,1699318593
224,edinburg,55.9521,-3.1965,8.91,87,20,4.63,GB,1699318594
225,flin flon,54.7682,-101.865,-6.09,86,100,2.57,CA,1699318595
226,nemuro,43.3236,145.575,13.85,100,100,3.14,JP,1699318469
227,huarmey,-10.0681,-78.1522,19.59,82,96,5.05,PE,1699318596
228,jeddah,21.5169,39.2192,27.92,44,0,3.09,SA,1699318379
229,nikolayevsk-on-amure,53.1406,140.73,-4.86,82,100,1.28,RU,1699318598
230,shagonar,51.5333,92.8,-9.57,87,100,0.92,RU,1699318599
231,kupang,-10.1667,123.5833,31.32,62,20,2.06,ID,1699318600
232,vecvarkava,56.1833,26.5167,8.91,89,100,5.28,LV,1699318601
233,nueva gerona,21.8833,-82.8,25.29,70,81,7.77,CU,1699318602
234,tabas,33.5959,56.9244,17.45,46,74,2.98,IR,1699318602
235,grand-bassam,5.2118,-3.7388,25.98,86,100,2.47,CI,1699318456
236,sechura,-5.5569,-80.8222,20.94,73,10,8.11,PE,1699318604
237,choyr,46.3611,108.3611,-11.95,86,40,7.23,MN,1699318605
238,labrador city,52.9463,-66.9114,-8.05,73,40,2.06,CA,1699318605
239,klamath falls,42.2249,-121.7817,7.25,69,100,3.58,US,1699318606
240,kiunga,-6.1219,141.2906,26.94,86,100,1.44,PG,1699318607
241,lively,46.4334,-81.1498,9.45,95,100,5.53,CA,1699318608
242,broken hill,-31.95,141.4333,30.77,26,60,8.58,AU,1699318608
243,lompoc,34.6391,-120.4579,19.45,89,75,6.71,US,1699318455
244,kill devil hills,36.0307,-75.676,17.21,87,0,1.54,US,1699318610
245,umaria,23.5333,80.8333,16.96,51,89,0.33,IN,1699318611
246,lannemezan,43.1252,0.384,5.55,91,63,1.99,FR,1699318611
247,sola,-13.8833,167.55,26.53,80,100,9.71,VU,1699318612
248,fale old settlement,-9.3852,-171.2468,27.85,80,100,4.29,TK,1699318613
249,yuzhno-kurilsk,44.0306,145.8556,15.01,96,100,6.33,RU,1699318614
250,midvagur,62.0511,-7.1939,6.46,87,100,4.63,FO,1699318615
251,hawaiian paradise park,19.5933,-154.9731,27.16,76,4,0.45,US,1699318616
252,sao paulo de olivenca,-3.3783,-68.8725,24.98,89,100,0.79,BR,1699318617
253,ugoofaaru,5.6667,73.0,26.8,79,100,3.07,MV,1699318618
254,leava,-14.3,-178.1667,27.67,73,100,7.94,WF,1699318526
255,la foa,-21.7108,165.8276,23.31,62,99,5.29,NC,1699318620
256,keelung,25.1283,121.7419,23.94,68,100,5.94,TW,1699318453
257,hammerfest,70.6634,23.6821,1.25,93,100,6.17,NO,1699318401
258,mili,6.0815,171.735,28.48,78,100,6.73,MH,1699318624
259,happy valley-goose bay,53.3168,-60.3315,-1.83,54,20,7.72,CA,1699318624
260,qusmuryn,52.4503,64.6311,1.74,62,96,3.27,KZ,1699318625
261,sarikei,2.1167,111.5167,26.88,89,98,0.79,MY,1699318626
262,piti village,13.4626,144.6933,32.49,76,20,5.14,GU,1699318626
263,plesetsk,62.708,40.2916,1.95,99,100,1.89,RU,1699318627
264,colonia,50.9333,6.95,9.93,85,20,4.63,DE,1699318279
265,yusufeli,40.8204,41.5443,13.74,88,100,1.89,TR,1699318629
266,urucara,-2.5364,-57.76,29.89,58,100,1.11,BR,1699318630
267,shubarkuduk,49.1447,56.4872,6.01,80,79,4.8,KZ,1699318631
268,gizo,-8.103,156.8419,27.96,78,100,1.64,SB,1699318631
269,greymouth,-42.4667,171.2,15.16,56,33,4.58,NZ,1699318632
270,dunedin,-45.8742,170.5036,13.22,69,59,2.68,NZ,1699318335
271,severo-yeniseyskiy,60.3725,93.0408,-13.57,99,92,0.89,RU,1699318633
272,meulaboh,4.1363,96.1285,25.25,89,100,1.1,ID,1699318634
273,port alfred,-33.5906,26.891,16.21,98,100,2.68,ZA,1699318635
274,nova vicosa,-17.8919,-39.3719,23.6,67,8,5.65,BR,1699318636
275,taulaga,-11.0553,-171.0883,27.59,79,100,5.34,AS,1699318636
276,yutan,28.25,112.55,16.89,42,0,2.33,CN,1699318637
277,san jose del guaviare,2.5729,-72.6459,23.44,95,42,0.93,CO,1699318638
278,prado,-17.3411,-39.2208,23.75,66,59,4.59,BR,1699318638
279,bonthe,7.5264,-12.505,26.26,86,100,1.41,SL,1699318639
280,manggar,-2.8833,108.2667,28.59,75,100,3.29,ID,1699318640
281,hamilton,39.1834,-84.5333,20.87,58,100,1.79,US,1699318641
282,jwaneng,-24.6004,24.7303,19.74,81,85,1.44,BW,1699318641
283,pacasmayo,-7.4006,-79.5714,19.71,82,77,6.63,PE,1699318642
284,grand falls-windsor,48.9332,-55.6649,0.28,71,26,0.45,CA,1699318643
285,dubbo,-32.25,148.6167,25.07,44,40,6.17,AU,1699318214
286,port blair,11.6667,92.75,28.18,78,99,2.33,IN,1699318504
287,north ward,-19.2454,146.8075,28.95,54,20,8.23,AU,1699318645
288,kone,-21.0595,164.8658,26.68,52,98,4.16,NC,1699318645
289,masuguru,-11.3667,38.4167,24.36,79,11,1.78,TZ,1699318646
290,panacan,9.2463,118.4082,29.45,74,100,4.08,PH,1699318647
291,brandon,27.9378,-82.2859,21.69,67,0,1.34,US,1699318648
292,howrah,22.5892,88.3103,23.0,83,20,2.06,IN,1699318496
293,klaksvik,62.2266,-6.589,6.51,82,100,4.8,FO,1699318650
294,kingscliff,-28.2667,153.5667,23.76,64,75,6.17,AU,1699318650
295,hsinchu,24.8036,120.9686,26.03,53,33,4.47,TW,1699317903
296,remire-montjoly,4.9167,-52.2667,28.02,83,40,1.54,GF,1699318652
297,uturoa,-16.7333,-151.4333,25.82,81,8,6.41,PF,1699318653
298,sao joao da barra,-21.6403,-41.0511,22.05,74,14,4.23,BR,1699318653
299,kyshtovka,56.555,76.6271,-5.92,98,100,1.79,RU,1699318654
300,kapa'a,22.0752,-159.319,24.18,89,100,7.2,US,1699318655
301,at taj,24.2049,23.2857,19.78,26,0,4.37,LY,1699318656
302,khvoynaya,58.9,34.5333,5.11,96,100,3.3,RU,1699318657
303,ribas do rio pardo,-20.4431,-53.7592,24.78,32,6,3.45,BR,1699318658
304,jingmen,31.0336,112.2047,14.26,46,0,2.03,CN,1699318659
305,presidencia de la plaza,-27.0015,-59.8424,25.56,56,29,4.55,AR,1699318659
306,sao sebastiao,-23.76,-45.4097,18.94,80,21,2.42,BR,1699318660
307,elliot lake,46.3834,-82.6331,8.48,93,100,5.16,CA,1699318661
308,kaspiyskiy,45.3929,47.3707,14.76,86,100,6.23,RU,1699318662
309,male,4.1748,73.5089,25.97,100,100,4.12,MV,1699318418
310,aquin,18.2833,-73.4,26.24,79,21,1.35,HT,1699318663
311,pimentel,-6.8367,-79.9342,21.16,73,0,7.72,PE,1699318664
312,cruzilia,-21.8386,-44.8083,14.25,77,0,3.17,BR,1699318665
313,gadzhiyevo,69.2551,33.3362,-1.35,97,100,0.85,RU,1699318665
314,kingston,17.997,-76.7936,28.53,86,20,4.12,JM,1699318591
315,port lincoln,-34.7333,135.8667,17.06,63,12,5.04,AU,1699318667
316,as sulayyil,20.4607,45.5779,25.14,45,100,3.94,SA,1699318415
317,olinda,-8.0089,-34.8553,26.85,78,40,2.57,BR,1699318668
318,tolanaro,-25.0319,46.9987,22.04,78,20,9.26,MG,1699318669
319,rundu,-17.9333,19.7667,22.64,66,40,2.46,NA,1699318670
320,essaouira,31.5125,-9.77,18.72,52,75,7.72,MA,1699318670
321,lagos,6.5833,3.75,25.24,91,100,0.47,NG,1699318671
322,hermanus,-34.4187,19.2345,15.82,85,100,6.43,ZA,1699318672
323,vadso,70.0744,29.7487,1.09,93,75,4.12,NO,1699318673
324,kargil,34.5667,76.1,-4.05,53,0,0.7,IN,1699318673
325,palmer,42.1584,-72.3287,9.23,73,100,0.45,US,1699318674
326,arraial do cabo,-22.9661,-42.0278,21.98,56,75,4.63,BR,1699318675
327,preobrazheniye,42.9019,133.9064,4.31,67,100,5.83,RU,1699318676
328,prince rupert,54.3161,-130.3201,7.83,91,100,5.66,CA,1699318677
329,touros,-5.1989,-35.4608,27.05,69,89,4.56,BR,1699318677
330,xixiang,35.1628,112.865,11.81,32,0,0.77,CN,1699318678
331,flying fish cove,-10.4217,105.6791,27.82,78,75,4.12,CX,1699318679
332,barra de santo antonio,-9.4047,-35.5072,24.6,81,81,3.07,BR,1699318680
333,kununurra,-15.7667,128.7333,30.99,66,11,2.06,AU,1699318570
334,ciudad guayana,8.3533,-62.6528,28.62,81,100,2.41,VE,1699318682
335,kidal,18.4411,1.4078,25.27,11,0,1.97,ML,1699318151
336,thunder bay,48.4001,-89.3168,-0.01,86,100,4.63,CA,1699318683
337,enewetak,11.3474,162.3373,28.54,77,100,9.22,MH,1699318684
338,mahajanga,-15.7167,46.3167,26.01,78,20,2.06,MG,1699318685
339,linxia chengguanzhen,35.6003,103.2064,4.56,42,88,0.7,CN,1699318686
340,rio grande,-32.035,-52.0986,18.06,81,0,7.93,BR,1699318435
341,az zuwaytinah,30.9522,20.1202,21.57,63,0,2.78,LY,1699318687
342,sisimiut,66.9395,-53.6735,-5.82,64,100,6.56,GL,1699318688
343,palikir - national government center,6.9248,158.1611,28.47,84,100,2.57,FM,1699318688
344,qinzhou,21.95,108.6167,20.68,68,92,4.17,CN,1699318689
345,muroto-misakicho,33.2833,134.15,20.15,66,11,7.23,JP,1699318690
346,licata,37.1071,13.9461,17.91,74,0,2.7,IT,1699318691
347,tarko-sale,64.9225,77.785,-10.28,93,100,6.78,RU,1699318691
348,penticton,49.4806,-119.5858,8.66,97,100,0.51,CA,1699318692
349,nizhniy lomov,53.5304,43.6766,9.51,94,100,2.89,RU,1699318693
350,burang,30.25,81.1667,-2.65,70,3,1.17,CN,1699318580
351,brainerd,46.358,-94.2008,2.16,89,100,0.45,US,1699318694
352,ambatondrazaka,-17.8333,48.4167,19.07,88,100,2.17,MG,1699318695
353,zeribet el oued,34.6828,6.5111,23.07,33,100,2.47,DZ,1699318696
354,mariinsk,56.2139,87.7472,-7.94,98,96,0.95,RU,1699318697
355,ulladulla,-35.35,150.4667,26.54,51,8,6.16,AU,1699318697
356,woolgoolga,-30.1106,153.2007,22.25,71,85,2.86,AU,1699318698
357,mount gambier,-37.8333,140.7667,22.74,39,6,2.87,AU,1699318699
358,bontang,0.1333,117.5,28.06,78,75,0.54,ID,1699318699
359,chandbali,20.7833,86.7667,22.27,73,25,2.22,IN,1699318700
360,yemel'yanovo,56.1681,92.6767,-4.4,92,40,0.0,RU,1699318701
361,vilyuchinsk,52.9306,158.4028,-2.85,63,25,3.12,RU,1699318702
362,krasnyy chikoy,50.3643,108.7512,-8.62,82,100,4.18,RU,1699318702
363,marat,25.0701,45.4615,21.8,40,100,2.76,SA,1699318703
364,puerto santa,-8.9906,-78.6456,18.76,87,23,5.57,PE,1699318704
365,buta,2.7858,24.73,21.14,99,100,0.63,CD,1699318705
366,mejit,10.2753,170.8646,27.95,74,58,9.48,MH,1699318705
367,xilin hot,43.9667,116.0333,-4.72,73,10,4.45,CN,1699318706
368,taoudenni,22.6783,-3.9836,26.68,22,0,3.87,ML,1699318707
369,chortoq,41.0666,71.8553,8.97,22,17,1.85,UZ,1699318707
370,burela de cabo,43.65,-7.4,9.54,86,100,7.92,ES,1699318708
371,la passe,45.5549,-0.8967,11.1,72,90,5.07,FR,1699318709
372,barakani,-12.1356,44.4317,26.19,78,1,5.44,KM,1699318710
373,cimislia,46.52,28.7842,6.08,61,0,1.62,MD,1699318710
374,kerben,40.2951,72.1863,4.28,25,94,0.49,KG,1699318711
375,ghat,24.9647,10.1728,22.1,18,0,2.22,LY,1699318712
376,camapua,-19.5314,-54.0439,27.15,27,5,3.29,BR,1699318712
377,ginir,7.1333,40.7,12.71,87,49,2.15,ET,1699318713
378,kattivakkam,13.2167,80.3167,26.05,91,100,2.37,IN,1699318715
379,gotsucho,35.0,132.2167,15.58,59,45,8.49,JP,1699318715
380,hays,30.0502,-98.0336,23.42,70,100,1.79,US,1699318716
381,port augusta,-32.5,137.7667,26.41,32,0,5.67,AU,1699318717
382,koesan,36.8108,127.7947,6.55,61,8,6.14,KR,1699318718
383,karratha,-20.7377,116.8463,36.48,22,100,10.46,AU,1699318484
384,hell-ville,-13.4,48.2667,26.93,71,19,1.42,MG,1699318719
385,bratsk,56.1325,101.6142,-13.73,94,86,1.21,RU,1699318720
386,santo antonio do ica,-3.1022,-67.9397,25.37,86,13,1.1,BR,1699318721
387,puerto colombia,10.9878,-74.9547,27.05,79,99,1.74,CO,1699318721
388,luang namtha,20.9497,101.4011,22.01,100,75,1.03,LA,1699318722
389,kemin,42.7846,75.6892,9.29,28,71,3.11,KG,1699318723
390,uzyn,49.8262,30.4149,10.28,73,100,5.71,UA,1699318724
391,jega,12.2175,4.3792,25.48,22,58,3.22,NG,1699318724
392,waat,51.1454,6.4958,10.15,90,20,3.6,DE,1699318725
393,konarka,19.9,86.1167,24.22,76,32,2.98,IN,1699318726
394,mayaguez,18.2011,-67.1396,27.38,71,58,1.8,PR,1699318727
395,newcastle west,52.4492,-9.0611,8.62,90,39,4.25,IE,1699318727
